,Brand,Model,ModelVersion,Price,Carrosserie,État,Portes,Version pays,Kilométrage,Année,Puissance kW (CH),Transmission,Vitesses,Carburant,Couleur extérieure,Accoudoir,Assistant de démarrage en côte,Capteurs d'aide au stationnement arrière,Capteurs d'aide au stationnement avant,Climatisation,Climatisation automatique,Detecteur de lumiere,Detecteur de pluie,Regulateur de vitesse,Rétroviseurs lateraux electriques,Sieges electriques,Start/Stop automatique,Système de navigation,Vitres electriques,Volant en cuir,Volant multifonctions,Véhicule non fumeur,Sellerie cuir,MP3,Radio,Soundsystem,"Jantes alliage (13"")",Feux anti-brouillard,Sièges sport,Suspension sport,Rétroviseurs latéraux électriques,Sièges arrières 1/3 - 2/3,CD,Ordinateur de bord,ABS,Direction assistée,Verrouillage centralisé avec télécommande,"Jantes alliage (15"")",Pack Sport,Vitres électriques,Airbag avant,Airbag conducteur,Airbag passager,Verrouillage centralisé,"Climatisation automatique, bi-zone",Détecteur de lumière,Détecteur de pluie,Pare-brise chauffant,Radar de recul,Régulateur de vitesse,Sièges chauffants,Sièges électriques,Toit ouvrant,Toit panoramique,Vitres teintées,ESP,Attache remorque,"Jantes alliage (16"")",Pneus été,Airbag arrière,Airbags latéraux,Isofix,Phares de jour,Verrouillage centralisé sans clé,Anti-démarrage,Phares au Xénon,Jantes alliage,Système de nettoyage des phares,Siège à réglage lombaire,Anti-patinage,Phares directionnels,Jantes acier,Roue de secours,Roue de urgence,Radio numérique,Siège passager repliable,Dispositif mains libres,Alarme,LED phare de jour,Frein de stationnement électronique,Kit de dépannage,Pneus tout temps saisons,Affichage tête haute,USB,Pneus neige,Bluetooth,Assistant feux de route,Feux de route non éblouissants,Limiteur de vitesse,Phares au LED,Système d'appel d'urgence,Système de contrôle de la pression pneus,Système de détection de la somnolence,Catalyseur,Commande vocale,"Jantes alliage (17"")",Prolongateur d'autonomie,Rétroviseur intérieur anti-éblouissement automatique,Séparateur pour coffre,Chauffage auxiliaire,Sièges ventilés,Écran multifonction entièrement numérique,Alerte de franchissement involontaire de lignes,Caméra d'aide au stationnement,Hayon arrière électrique,Hotspot Wi-Fi,Sièges massants,Suspension pneumatique,Volant chauffant,Chargeur smartphone à induction,Assistant au freinage d'urgence,Assistant de vision nocturne,Avertisseur d'angle mort,Détection des panneaux routiers,Régulateur de distance,Système d'avertissement de distance,Ecran tactile,Éclairage d'ambiance,360° caméra,Android Auto,Apple CarPlay,Streaming audio intégré,Porte coulissante droite,Système d'aide au stationnement automatique,Porte-bagages,Phares Full LED,"Jantes alliage (19"")",Pack hiver,Palettes de changement de vitesses,Porte coulissante gauche,Compatible E-10,Cloison de cabine,Kit fumeur,Phares bi-xénon,Phares laser,"Jantes alliage (18"")","Climatisation automatique, 4 zones",Déflecteur,Coupe vent (pour cabriolet),Réglage électrique du siège arrière,"Jantes alliage (21"")",Trappe à ski,"Jantes alliage (20"")",Fonction TV,"Jantes alliage (22"")","Climatisation automatique, 3 zones",Porte coulissante,Tuning,Volant à droite,Fonctionne au biodiesel,"Jantes alliage (23"")",Auvent,Equipement handicapé,"Jantes alliage (14"")"
2730,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,Audi ,2.0 tfsi quattro,S1,25999.0,Citadine,Occasion,3,N/A,38 500 km,07/2016,172 kW (234 CH),Boîte manuelle,N/A,Essence,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,Audi ,1.6 TDI Sportback (clean diesel) S line Sportpaket,A3,14999.0,Break,Occasion,5,N/A,137 500 km,07/2016,81 kW (110 CH),Boîte manuelle,6,Diesel,Noir,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,Audi ,quattro sport Sportback (8VF),A3,24.900219,Berline,Occasion,5,N/A,75 661 km,09/2016,110 kW (150 CH),Boîte manuelle,6,Diesel,Rouge,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,N/A,,,True,True,,,True,True,True,True,,,True,True,True,,,True,True,True,True,True,,True,True,,,,,,,,True,True,True,,,,True,True,,,True,True,,,,,,True,,,,,,,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2735,Audi ,2.0 Tdi 150 Ultra,A4,229001.0,Berline,Occasion,4,N/A,93 000 km,01/2017,110 kW (150 CH),Boîte manuelle,N/A,Diesel (Filtre à particules),Noir,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,True,,,,,,,,True,,,True,True,True,,,,True,,True,True,True,,True,,,True,True,True,,,,,,,True,,,,True,True,,,,,,,True,,,,,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,Audi ,"1,6 TDI",Q2,18000.0,SUV/4x4/Pick-Up,Occasion,5,N/A,93 000 km,01/2017,85 kW (116 CH),Boîte manuelle,6,Diesel,Argent,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,True,Oui,,,True,,,True,,,True,,True,True,True,True,True,,,True,,True,True,,,True,True,True,True,True,True,,,,,True,,,,,,True,True,,,,,,,,,,True,,True,,True,,,,True,,,True,True,True,True,,True,,,True,,,True,,,,,,,,,,,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,Audi ,1.4 TFSI cylinder on demand S tronic sport,Q2,24200.0,SUV/4x4/Pick-Up,Occasion,5,N/A,65 040 km,02/2017,110 kW (150 CH),Boîte automatique,7,Essence (Filtre à particules),Noir,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,,True,True,,,True,True,True,,True,True,,True,True,,True,True,True,True,True,,,True,,,True,True,True,,True,,,True,,,,True,True,True,,,True,,True,,,,True,True,,True,True,,,True,True,True,,,,True,,True,,,True,True,,True,True,,,,,True,,True,,,,,,,,,,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,Audi ,Sportback 2.0 TDI 190,A5,19990.0,Berline,Occasion,5,N/A,161 500 km,04/2017,140 kW (190 CH),Boîte manuelle,6,Diesel,Noir,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,N/A,,True,True,,,,,True,True,,True,True,,,,,,,,True,True,True,,,True,,True,True,,,,,,,,,,,,True,,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,Audi ,N/A,A3,21500.0,Citadine,Occasion,N/A,N/A,77 980 km,04/2017,110 kW (150 CH),Boîte manuelle,N/A,Essence,Noir,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,N/A,,,True,,,,True,,,True,True,True,True,,True,,,,True,True,,,,True,,,True,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,
2741,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,Audi ,2.0 TDI 184 S-LINE QUATTRO S-TRONIC,A3,28900.0,Cabriolet,Occasion,3,N/A,92 000 km,05/2017,135 kW (184 CH),Boîte automatique,N/A,Diesel (Filtre à particules),Noir,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,True,True,True,,,True,True,True,True,,True,True,True,True,True,,True,,,True,True,True,,True,True,,True,True,True,,,,True,True,,,,True,True,True,True,True,True,True,,True,,True,True,,,,,,True,True,True,True,,,,True,,True,,True,True,,,True,,,True,,,True,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,True,,,True,,,True,,,,,,,,,,,,
2743,Audi ,TDI SPORTBACK ULTRA PACK BUSINESS,A5,299001.0,Berline,Occasion,4,N/A,71 000 km,06/2017,140 kW (190 CH),Boîte manuelle,6,Diesel (Filtre à particules),Blanc,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,True,,True,,,,True,,True,,True,True,True,True,True,,,True,,True,True,,,True,True,,True,True,True,,,,,,,,,,True,True,,,,,,,,True,,,True,,,,True,,True,True,,,,True,,True,,,True,,True,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,Audi ,2.0 TDI quattro S tronic,Q2,17999.0,SUV/4x4/Pick-Up,Occasion,5,N/A,190 000 km,06/2017,110 kW (150 CH),Boîte automatique,7,Diesel (Filtre à particules),Gris,False,True,True,False,True,True,False,False,False,False,False,True,True,False,True,True,N/A,,True,True,True,,True,True,True,True,,True,True,True,True,True,,,True,True,True,True,,,True,True,,True,True,,,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,,True,True,True,True,,,True,,,,True,,,True,True,,,,,True,,,True,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,Audi ,1.4 TFSI S tronic,A4,22500.0,Berline,Occasion,4,N/A,57 000 km,06/2017,110 kW (150 CH),Boîte automatique,7,Essence,Noir,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,Oui,,,,True,,,,,True,,,True,True,True,,,,True,,True,True,,,,,,,True,True,,,,,,,,True,,,True,True,True,,,True,,,True,True,,True,,,,,,,True,,,,True,True,True,,,,,,True,,,True,,,,,,,True,,,,True,,,,,,,,,True,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2746,Audi ,SPORTBACK 1.6 TDI 116 S-TRONIC S-LINE GPS,A3,21.990207901,Berline,Occasion,5,N/A,74 142 km,06/2017,85 kW (116 CH),Boîte automatique,N/A,Diesel,Noir,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,Oui,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,True,,,True,True,,True,,,,,,True,True,,True,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,Audi ,COUPE 2.0 TFSI 230 CV S-LINE VIRTUAL COCKPIT,TT,292901.0,Coupé,Occasion,3,N/A,75 269 km,06/2017,169 kW (230 CH),Boîte manuelle,6,Essence,Blanc,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,Oui,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,True,,,,,,True,,,,,,True,True,,True,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,Audi ,SPORTBACK TDI 190CV,A5,309001.0,Berline,Occasion,4,N/A,45 000 km,07/2017,140 kW (190 CH),Boîte manuelle,6,Diesel (Filtre à particules),Gris,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,N/A,True,,True,,,,,,True,,True,True,True,True,True,,,,,True,True,True,,True,True,,True,True,True,,,,,,,,True,,True,True,,,,True,,,,True,,,True,,,,True,,True,True,,,,True,,True,,,True,,True,True,,,,,,,,,,True,,,True,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2749,Audi ,1.4 TFSi SPORTBACK,A1,18999.0,Citadine,Occasion,5,Luxembourg,45 093 km,07/2017,92 kW (125 CH),Boîte manuelle,6,Essence,Gris,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,True,Oui,,,,,,True,,,True,,True,True,True,True,True,,,True,,True,True,True,,True,,,True,True,,,,,True,True,,,True,True,True,True,,,True,,,True,,True,True,,,,True,,True,True,True,,True,,,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,Audi ,1.6 TDI Limousine design,A3,18900.0,Berline,Occasion,4,N/A,51 500 km,07/2017,85 kW (116 CH),Boîte manuelle,6,Diesel (Filtre à particules),Gris,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,,True,True,True,True,,,True,True,,True,True,True,True,True,,True,True,True,,,True,True,True,,True,True,,True,True,,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,,True,True,,True,,,True,,True,,True,,True,,True,True,,True,True,True,,True,True,,True,True,,,,,,,True,,,,,,,,,,True,,,,True,True,,,True,,,,,,,,,,,,
2751,Audi ,ABT,S1,27500.0,Citadine,Occasion,2,N/A,69 000 km,07/2017,228 kW (310 CH),Boîte manuelle,6,Essence,Jaune,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,True,True,True,True,,True,True,True,True,,True,True,True,True,,,,True,True,True,True,True,,True,True,,True,True,True,,,,,,,,,,True,,True,,,True,True,,,True,,,,,True,,True,True,,,,,,,,True,,,,,,,,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,Audi ,Sportback 2.0 TFSI 190 S Line -Garantie 12 Mois,A5,28900.0,Berline,Occasion,5,Luxembourg,80 000 km,07/2017,140 kW (190 CH),Boîte manuelle,6,Essence,Gris,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,N/A,,True,True,True,,,True,True,True,True,True,True,True,True,,,,True,,True,True,,,True,True,,True,True,True,,,,,True,,,True,,,True,,True,True,True,True,,True,True,True,,,,,,True,True,,True,,,,True,True,True,,,,,True,True,,,True,,,,,,,,True,True,,,,,,,True,,True,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,Audi ,1.4 TFSI 150 BUSINESS S-TRONIC 7 GPS,Q2,229901.0,SUV/4x4/Pick-Up,Occasion,5,N/A,55 932 km,08/2017,110 kW (150 CH),Boîte automatique,7,Essence,Rouge,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,N/A,True,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,True,True,,,,,True,,,,,,True,True,,True,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,Audi ,2.0 TFSI Limousine quattro S tronic sport,A3,28500.0,Berline,Occasion,4,N/A,82 000 km,11/2017,140 kW (190 CH),Boîte automatique,7,Essence (Filtre à particules),Argent,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,True,True,True,,,True,True,True,,True,True,True,True,True,,,True,True,True,True,,,True,True,,True,True,True,True,True,,True,True,True,,,True,True,True,,True,True,,True,True,,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,,,True,,True,True,,True,,,True,,True,,True,,True,,True,True,,True,True,True,,True,True,,True,True,,,,,,,True,,,,,,,,,,True,,,,True,True,,,True,,,,,,,,,,,,
2756,Audi ,SPORTBACK 2.0 TFSI 190 S-TRONIC 7 S-LINE GPS,A3,247901.0,Berline,Occasion,5,N/A,82 162 km,11/2017,140 kW (190 CH),Boîte automatique,7,Essence,Gris,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,Oui,True,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,True,True,,,,,True,,,,,,True,True,,True,True,True,,,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,Audi ,SPORTBACK 2.0 TDI 150 S-LINE GPS,A3,279901.0,Berline,Occasion,5,N/A,51 880 km,11/2017,110 kW (150 CH),Boîte manuelle,6,Diesel,Blanc,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,Oui,True,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,True,True,,,,True,True,,,,,,True,True,,True,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,Audi ,3.0 TDI 218 S-LINE S-TRONIC 7 VIRTUAL COCKPIT,A4,311901.0,Berline,Occasion,5,N/A,52 531 km,11/2017,160 kW (218 CH),Boîte automatique,7,Diesel,Gris,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,Oui,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,True,True,,,,,True,,,,,,True,True,,True,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,Audi ,TDI SPORTBACK S-TRONIC BUSINESS EDITION,A3,229001.0,Citadine,Occasion,5,N/A,63 000 km,01/2018,85 kW (116 CH),Boîte automatique,N/A,Diesel (Filtre à particules),Gris,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,True,True,True,,,,,,True,,True,True,True,True,True,,,True,,True,True,True,True,True,True,,True,True,True,,True,True,,,,True,,,True,True,True,,,,,,,True,,,,,,,True,,True,True,True,,,True,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,Audi ,SPORTBACK 2.0 TDI 150 DESIGN GPS BLUETOOTH,A5,274901.0,Berline,Occasion,5,N/A,88 461 km,01/2018,110 kW (150 CH),Boîte manuelle,6,Diesel,Bleu,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,Oui,,,,,,,,,,True,,True,True,True,True,,,,,True,True,True,,True,True,,True,True,True,True,,,,True,,,,,True,True,,,True,,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,Audi ,N/A,A4,22500.0,Berline,Occasion,5,N/A,105 000 km,01/2018,140 kW (190 CH),Boîte automatique,7,Diesel,Gris,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,Oui,,True,True,,,,,,,,True,True,,,True,,,,True,True,True,True,,,,,True,True,,,,,,,,,,True,True,,,,,,,,,,,,,,,,True,True,,,,,,,,True,,,True,,,,,,,,,,,,,,True,True,,,,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,Audi ,TDI SPORTBACK S-TRONIC BUSINESS SOLUTION,A3,229001.0,Citadine,Occasion,5,N/A,72 000 km,02/2018,85 kW (116 CH),Boîte automatique,N/A,Diesel (Filtre à particules),Gris,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,True,True,True,,,,,,True,,True,True,True,True,True,,,True,,True,True,True,True,True,True,,True,True,True,,True,,,,,True,,,True,True,True,,,,,,,True,,,,,,,True,,True,True,True,,,True,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,Audi ,SPORTBACK 2.0 TDI 150 S-TRONIC SPORT GPS,A5,309901.0,Berline,Occasion,5,N/A,50 674 km,02/2018,110 kW (150 CH),Boîte automatique,7,Diesel,Bleu,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,Oui,True,,,,,True,True,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,True,True,,,,,True,,,,,,True,True,,True,True,True,,,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,Audi ,Sportback 2.0 TFSI 231cv Quattro,S1,29000.0,Citadine,Occasion,5,Luxembourg,53 500 km,02/2018,170 kW (231 CH),Boîte manuelle,6,Essence,Gris,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,True,,True,True,,,True,,,,True,True,True,True,True,,True,True,True,True,True,,,True,True,,True,True,True,,,,,True,,,,True,True,True,True,,True,True,,,,,,,,,,,,,True,,,,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2767,Audi ,1.4 TFSI Sportback S tronic,A1,15900.0,Berline,Occasion,5,N/A,119 300 km,02/2018,92 kW (125 CH),Boîte automatique,7,Essence,Noir,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,N/A,,True,True,,,True,,,True,,True,True,True,True,True,,,True,True,True,True,,,True,True,,True,True,,,,,True,True,,,,True,True,True,True,,True,,True,,,True,,,,,True,True,True,True,True,,,,,True,,True,True,,,,,True,,,True,,,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,
2768,Audi ,SPORTBACK 1.0 TFSI 116 BUSINESS GPS,A3,209901.0,Berline,Occasion,5,N/A,38 638 km,02/2018,85 kW (116 CH),Boîte manuelle,6,Essence,Bleu,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,Oui,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,,,,,,,True,,,,,,True,True,,True,True,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,Audi ,1.4 TFSI 150 BUSINESS GPS BLUETOOTH,Q3,246901.0,SUV/4x4/Pick-Up,Occasion,5,N/A,37 157 km,02/2018,110 kW (150 CH),Boîte manuelle,6,Essence,Gris,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,N/A,,,,,,True,,,True,,,True,True,True,True,,,True,,,,True,,True,True,,True,True,,,,,,True,,,,,,True,True,,True,True,True,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,Audi ,SPORTBACK TDI PACK EXPLORER & CONFORT,A3,209001.0,Citadine,Occasion,5,N/A,48 000 km,03/2018,85 kW (116 CH),Boîte manuelle,6,Diesel (Filtre à particules),Noir,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,N/A,True,,True,,,,,,True,,True,True,True,True,True,,,True,,True,True,,True,True,True,,True,True,,,,,,,,True,,,True,True,,,,True,,,,True,,,True,,,,True,,True,True,,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,Audi ,TFSI SPORTBACK 116,A3,199001.0,Citadine,Occasion,5,N/A,90 000 km,04/2018,85 kW (116 CH),Boîte manuelle,5,Essence,Noir,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,Oui,,True,True,,,,,,,True,True,True,True,True,True,,,True,,True,True,True,,True,True,,,True,,,,,,True,,,True,,,True,True,,,,,,,True,,,,,,,True,True,,True,True,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2772,Audi ,CABRIOLET 1.5 TFSI 150 S-TRONIC 7 SPORT GPS,A3,289901.0,Cabriolet,Occasion,2,N/A,45 122 km,05/2018,110 kW (150 CH),Boîte automatique,7,Essence,Bleu,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,N/A,,,,,,True,,,True,,,True,True,True,True,,True,True,,,,True,,True,True,,True,True,,,True,,,True,True,,,,,True,True,,True,True,True,,,True,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
