,Brand,Model,ModelVersion,Price,Carrosserie,État,Portes,Version pays,Kilométrage,Année,Puissance kW (CH),Transmission,Vitesses,Carburant,Couleur extérieure,Accoudoir,Assistant de démarrage en côte,Capteurs d'aide au stationnement arrière,Capteurs d'aide au stationnement avant,Climatisation,Climatisation automatique,Detecteur de lumiere,Detecteur de pluie,Regulateur de vitesse,Rétroviseurs lateraux electriques,Sieges electriques,Start/Stop automatique,Système de navigation,Vitres electriques,Volant en cuir,Volant multifonctions,Véhicule non fumeur,Sellerie cuir,MP3,Radio,Soundsystem,"Jantes alliage (13"")",Feux anti-brouillard,Sièges sport,Suspension sport,Rétroviseurs latéraux électriques,Sièges arrières 1/3 - 2/3,CD,Ordinateur de bord,ABS,Direction assistée,Verrouillage centralisé avec télécommande,"Jantes alliage (15"")",Pack Sport,Vitres électriques,Airbag avant,Airbag conducteur,Airbag passager,Verrouillage centralisé,"Climatisation automatique, bi-zone",Détecteur de lumière,Détecteur de pluie,Pare-brise chauffant,Radar de recul,Régulateur de vitesse,Sièges chauffants,Sièges électriques,Toit ouvrant,Toit panoramique,Vitres teintées,ESP,Attache remorque,"Jantes alliage (16"")",Pneus été,Airbag arrière,Airbags latéraux,Isofix,Phares de jour,Verrouillage centralisé sans clé,Anti-démarrage,Phares au Xénon,Jantes alliage,Système de nettoyage des phares,Siège à réglage lombaire,Anti-patinage,Phares directionnels,Jantes acier,Roue de secours,Roue de urgence,Radio numérique,Siège passager repliable,Dispositif mains libres,Alarme,LED phare de jour,Frein de stationnement électronique,Kit de dépannage,Pneus tout temps saisons,Affichage tête haute,USB,Pneus neige,Bluetooth,Assistant feux de route,Feux de route non éblouissants,Limiteur de vitesse,Phares au LED,Système d'appel d'urgence,Système de contrôle de la pression pneus,Système de détection de la somnolence,Catalyseur,Commande vocale,"Jantes alliage (17"")",Prolongateur d'autonomie,Rétroviseur intérieur anti-éblouissement automatique,Séparateur pour coffre,Chauffage auxiliaire,Sièges ventilés,Écran multifonction entièrement numérique,Alerte de franchissement involontaire de lignes,Caméra d'aide au stationnement,Hayon arrière électrique,Hotspot Wi-Fi,Sièges massants,Suspension pneumatique,Volant chauffant,Chargeur smartphone à induction,Assistant au freinage d'urgence,Assistant de vision nocturne,Avertisseur d'angle mort,Détection des panneaux routiers,Régulateur de distance,Système d'avertissement de distance,Ecran tactile,Éclairage d'ambiance,360° caméra,Android Auto,Apple CarPlay,Streaming audio intégré,Porte coulissante droite,Système d'aide au stationnement automatique,Porte-bagages,Phares Full LED,"Jantes alliage (19"")",Pack hiver,Palettes de changement de vitesses,Porte coulissante gauche,Compatible E-10,Cloison de cabine,Kit fumeur,Phares bi-xénon,Phares laser,"Jantes alliage (18"")","Climatisation automatique, 4 zones",Déflecteur,Coupe vent (pour cabriolet),Réglage électrique du siège arrière,"Jantes alliage (21"")",Trappe à ski,"Jantes alliage (20"")",Fonction TV,"Jantes alliage (22"")","Climatisation automatique, 3 zones",Porte coulissante,Tuning,Volant à droite,Fonctionne au biodiesel,"Jantes alliage (23"")",Auvent,Equipement handicapé,"Jantes alliage (14"")"
929,BMW ,Mi xDrive,850,82990.0,Coupé,Occasion,2,N/A,67 451 km,02/2019,390 kW (530 CH),Boîte automatique,8,Essence,Gris,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,Oui,True,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,True,,,,,,,,,True,,,True,,,,,,,,True,,,True,,,,,,,,True,True,,,,True,True,,,,,,,,,True,True,,,,True,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
930,BMW ,M50d 400 ch BVA8 Performance - Garantie 12 Mois,X5 M,86900.0,SUV/4x4/Pick-Up,Occasion,5,Luxembourg,67 000 km,03/2019,294 kW (400 CH),Boîte automatique,8,Diesel,Blanc,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,True,True,True,True,,True,True,,True,True,,True,True,True,,,True,True,True,True,True,,,,True,,True,True,True,True,,,True,True,,,True,True,True,True,,True,True,,True,,True,True,True,,,,True,,True,True,,True,,,True,True,,True,,,,,True,True,,,True,,,True,,,,,True,True,True,,,,True,True,True,,True,True,True,,True,True,True,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
931,BMW ,BMW 840 D COUPE SPORT X DRIVE,840,670001.0,Coupé,Occasion,2,Allemagne,31 200 km,03/2019,235 kW (320 CH),Boîte automatique,8,Diesel (Filtre à particules),Blanc,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,True,,True,True,,,True,True,True,,,True,True,True,True,,True,True,True,True,True,,True,True,True,,True,True,True,True,,,True,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,True,,True,True,True,True,,,True,True,,True,True,True,True,,True,True,,,True,,,True,,True,,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,True,True,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,
932,BMW ,Compétition 4.4 V8,M5,828901.0,Berline,Occasion,5,N/A,55 430 km,06/2019,460 kW (625 CH),Boîte automatique,N/A,Essence,Argent,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,Oui,True,,,,,True,True,True,,,,True,True,True,True,,True,True,True,,,True,,True,True,,True,,True,True,,,,True,,,,,,True,,,,,True,,,,True,,,,,,True,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,BMW ,Business Line 30d xDrive 265 b,X7,72790.0,SUV/4x4/Pick-Up,Occasion,5,N/A,69 450 km,08/2019,195 kW (265 CH),Boîte automatique,8,Diesel,Noir,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,True,,,,,True,True,,,,,,,,,,,,,True,True,True,,,,,True,True,True,,True,True,,True,,,True,,True,,,,,,,True,,,,,,,,,True,,,,,,True,,,True,True,,,True,,True,True,,,,,,,,,,True,,True,,,,,,True,,True,True,,,,True,,True,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
934,BMW ,M5 COMPETITION 4.4 V8 625ch,M5,862901.0,Berline,Occasion,5,N/A,47 650 km,09/2019,460 kW (625 CH),Boîte automatique,8,Essence,Blanc,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,True,True,,True,,,True,True,True,,,True,,,,,True,,,True,True,True,,True,True,,True,True,True,True,,,True,True,,,True,,True,True,,True,,,True,,True,True,,,,,,,True,True,,True,,,True,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,True,,,,,True,True,,True,True,,,True,True,True,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
935,BMW ,50d,X7 M,118990.0,SUV/4x4/Pick-Up,Occasion,5,N/A,11 190 km,10/2019,294 kW (400 CH),Boîte automatique,8,Diesel,Noir,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,True,True,,True,,True,True,True,True,,True,True,,True,,,,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,,True,True,,,True,True,True,,,True,,True,,True,True,True,True,,,True,True,,True,True,,,True,True,True,True,,,,,True,,True,True,True,True,True,True,True,True,,True,True,True,,True,True,,,True,True,True,True,True,,,True,True,,,,True,,,,True,,True,,,,,True,,,,True,,,,,,,,,,
936,BMW ,xDrive30d,X7,82899.0,SUV/4x4/Pick-Up,Occasion,5,N/A,49 079 km,01/2020,195 kW (265 CH),Boîte automatique,8,Diesel (Filtre à particules),Gris,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,N/A,,True,,True,,True,True,,True,,,,True,True,,,,,True,True,True,,,True,True,,True,True,True,,,True,,,,,,,True,True,,True,True,,True,,,True,,,,,,,True,True,,,,,True,True,,True,True,,,True,True,True,True,,,,,,True,,,True,,True,,True,,,,True,True,,True,,,,,True,,,,,,True,,,,,True,,,,,,,,True,,,True,,,,,,,,,,,,,,
937,BMW ,Cabrio i xDrive 530 ch BVA8 M Performance,M850,99000.0,Cabriolet,Occasion,3,Luxembourg,5 300 km,03/2020,390 kW (530 CH),Boîte automatique,8,Essence,Noir,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,N/A,True,True,True,True,,,True,True,True,,,True,True,True,,,True,,True,True,True,,True,True,True,,True,True,True,True,,,,True,,,True,True,True,True,,True,True,,True,,True,True,True,,,,True,,True,True,,True,,,True,True,,True,True,,,,True,True,,,True,,,True,,,,,True,True,True,,,,,True,True,,True,True,True,,True,True,True,,True,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,
938,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,BMW ,xDrive45e M Sportpaket,X5,83899.0,SUV/4x4/Pick-Up,Occasion,5,N/A,18 368 km,04/2020,290 kW (394 CH),Boîte automatique,8,N/A,Blanc,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,,True,,True,,True,,,True,,,,True,True,,,True,True,True,True,True,True,,True,True,,True,True,True,,,True,,True,True,,,,True,True,True,True,,,True,,,True,True,,,,,,True,True,True,,,,True,True,,True,True,True,True,True,True,True,True,,,,,True,True,,,True,True,True,,True,,True,True,True,True,,True,True,True,True,,True,,,,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
940,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,BMW ,840d xDrive,840,79900.0,Berline,Occasion,5,N/A,44 000 km,06/2020,235 kW (320 CH),Boîte automatique,8,Diesel,Noir,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,Oui,True,True,True,True,,True,,,True,,,True,True,True,True,,,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,,,,True,True,True,,,True,,,,,True,True,,,,,True,,True,True,True,True,,,True,True,,True,True,True,True,,True,True,True,,True,,,,,True,,,True,,True,,,True,,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
943,BMW ,30D XDRIVE M SPORT STEPTRONIC°PANO°KAM°AHK°LASER,X6,79990.0,SUV/4x4/Pick-Up,Occasion,4,N/A,45 500 km,06/2020,195 kW (265 CH),Boîte automatique,N/A,Diesel,Blanc,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,True,True,True,True,,True,True,,True,,,True,True,True,True,,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,,,True,True,True,,,,True,,True,,True,True,True,,True,True,,True,True,True,True,True,True,True,,,True,,,True,True,,,True,True,True,True,True,,True,,,True,,True,True,True,True,True,True,,True,True,True,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,
944,BMW ,30da 265 pack sport m xdrive,X6,829951.0,SUV/4x4/Pick-Up,Occasion,5,N/A,10 000 km,06/2020,198 kW (269 CH),Boîte automatique,N/A,Diesel (Filtre à particules),N/A,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,N/A,True,,,,,,,True,True,,,True,True,True,,,,True,,True,,True,,,,,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,BMW ,XdA 286 Pack Sport M xDrive,530,699901.0,Berline,Occasion,4,N/A,12 765 km,07/2020,210 kW (286 CH),Boîte automatique,8,Diesel,Bleu,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,Oui,True,,,,,,True,,True,,,True,,True,,,,,,True,True,True,,True,,,True,True,True,True,True,,,True,,,,,True,True,,,True,,True,,,True,,,,,,,,True,True,True,,,True,True,,True,True,,,,True,True,,,,,,True,,,,,True,True,True,,,,True,,True,,True,True,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
946,BMW ,45e,X5,75000.0,SUV/4x4/Pick-Up,Occasion,N/A,N/A,33 000 km,08/2020,290 kW (394 CH),Boîte automatique,N/A,Super 95,Blanc,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,,True,,,True,True,,True,,,True,True,True,True,,,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,,True,,,True,True,,,,,,True,True,,,,,True,True,,True,True,,True,,True,True,True,,,,,,,,,,True,True,True,,,True,,,True,,True,True,True,True,True,,True,,True,,,True,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,
947,BMW ,individual M sport,X6,80750.0,Autres,Occasion,N/A,N/A,33 000 km,08/2020,210 kW (286 CH),N/A,N/A,Diesel,Bleu,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,True,True,,,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,,True,True,,True,,True,True,True,True,True,,,,,True,True,True,True,True,True,,True,,True,,,True,,,True,True,True,True,True,,True,,True,True,,True,True,,True,,True,True,True,True,,,,True,,,True,True,,True,,True,True,True,True,True,,,True,,True,True,True,True,True,True,True,True,,True,,,,True,True,,True,,True,,True,,,True,,,,True,,,,,,,,,,True,True,
948,BMW ,LI xDrive 340ch BVA8 M Sport - Garantie 12 Mois,740,103000.0,Berline,Occasion,4,Luxembourg,34 000 km,09/2020,250 kW (340 CH),Boîte automatique,8,Essence,Noir,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,N/A,True,True,True,True,,,True,True,,,,True,True,True,,,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,,True,,,True,True,,,,True,,True,True,,True,,,True,True,,True,True,,True,,True,True,,,True,,,True,,True,True,,True,True,True,True,,,True,True,True,,True,True,True,,True,True,True,,True,True,,True,,,,,True,,,,,,True,,True,,,,,,,True,,,,,,,,,,
949,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,BMW ,M50d,X6,928991.0,SUV/4x4/Pick-Up,Occasion,5,N/A,41 518 km,10/2020,294 kW (400 CH),Boîte automatique,8,Diesel (Filtre à particules),Blanc,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,N/A,,True,True,True,,True,True,True,True,,,,True,,,,,,True,True,True,True,,True,True,,True,True,True,,,,,,,,,,True,True,,,,,True,,,True,,,,,True,,,True,True,,,,,True,,,True,,,True,True,True,,,,,,True,,,,True,,True,,,,,,,True,,,,,True,,True,,,,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
951,BMW ,d xDrive Head-Up DAB LED WLAN Standhzg.,520,69192.0,Break,Démonstration,5,Belgique,47 065 km,10/2020,148 kW (201 CH),Boîte automatique,8,Diesel (Filtre à particules),Gris,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,N/A,,,True,,,True,,,True,,,True,True,True,,,,True,True,True,True,True,,True,True,,True,True,True,,,,,True,,,,,True,True,True,,True,,True,,True,True,,,,,True,,True,True,,,,,True,True,,True,,,True,True,True,True,True,,,,,True,,True,,True,,True,True,True,,True,,True,,,,,,True,,True,,,True,,,True,True,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,
952,BMW ,M SPORT xDrive 30d 286 Auto,X5,842901.0,SUV/4x4/Pick-Up,Occasion,5,N/A,9 286 km,01/2021,210 kW (286 CH),Boîte automatique,8,Diesel,Bleu,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,Oui,True,,,True,,,True,True,True,,,,,,,,,,,True,True,True,True,True,True,True,True,,True,True,True,,True,True,,,,,True,True,,True,,,,True,True,True,,,,,,,,True,,True,,,,True,,,True,,,,True,True,True,,,,,True,,,,True,True,True,True,True,,,,,True,True,True,True,,,,True,True,True,True,,,True,,,,,True,,,,,,True,,,,,True,,,,,,,,,,,,,,
953,BMW ,40d,X3 M,67899.0,SUV/4x4/Pick-Up,Occasion,5,N/A,17 248 km,02/2021,250 kW (340 CH),Boîte automatique,8,N/A,Noir,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,True,,True,True,,True,True,True,True,,True,True,True,True,,,,True,True,True,True,True,,True,True,,True,True,True,,,,,True,,,,,True,True,True,True,True,,True,,True,True,True,,,,True,,True,True,True,,,,True,True,,,True,True,True,True,True,True,True,True,,,,True,True,,,True,True,True,True,True,,,,True,True,,True,True,True,True,,True,,,,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
954,BMW ,xDrive30d LED NAVI PDC Leder HUD Sportpaket,X5,758991.0,SUV/4x4/Pick-Up,Voiture récente,5,N/A,25 600 km,02/2021,210 kW (286 CH),Boîte automatique,N/A,N/A,Noir,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,,True,True,True,,True,True,True,True,,,,True,True,,,True,True,True,True,True,True,,True,True,,True,True,True,,,True,,True,True,,,,True,True,True,True,,,True,,True,True,True,,,,True,,True,True,True,,,,True,True,True,True,True,True,True,,True,True,True,True,,,,True,True,True,,True,True,True,,True,,,True,True,True,,True,,True,True,,True,,,True,,,True,True,,,True,True,,,,True,,True,,,,,True,,,,,,,,,,,,,,
955,BMW ,e M Sportpaket Touch Command Gestiksteuerung,745,794001.0,Berline,Démonstration,4,Luxembourg,37 367 km,03/2021,290 kW (394 CH),Boîte automatique,8,N/A,Gris,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,N/A,True,True,True,True,,True,,,,,True,True,True,True,,,True,True,True,True,True,True,,True,True,,True,True,True,,True,,,True,,,,,True,True,True,True,True,,True,,True,True,True,,,,True,,True,True,True,,,,True,True,,True,True,True,,True,True,True,True,,True,,,True,,,,True,True,,True,True,True,True,True,True,True,,True,True,True,True,,True,,,,,,True,,,,,True,,,,,,True,,True,,,True,,,,,,,,,,,,,,
956,BMW ,Competition Head-Up HK HiFi DAB WLAN RFK Shz,M4,948991.0,Coupé,Voiture récente,2,N/A,9 100 km,04/2021,375 kW (510 CH),Boîte automatique,8,Super Plus 98 (Filtre à particules),Bleu,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,True,,True,True,,,True,True,True,,,True,True,,,,,True,True,True,True,True,,True,True,,True,,True,,,,,True,,,,,True,True,,True,True,,,,True,True,True,,,,True,,True,True,,,,,True,True,,True,True,True,True,,True,True,True,,,,,True,,,,True,True,True,True,True,,,,True,True,,True,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,
957,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,BMW ,Competition Gestiksteuerung Head-Up HK HiFi,M3,958991.0,Berline,Voiture récente,4,N/A,21 200 km,05/2021,375 kW (510 CH),Boîte automatique,8,Super 95 (Filtre à particules),Bleu,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,True,,True,True,,,True,True,True,,,True,True,,,,,True,True,True,True,True,,True,True,,True,,True,,,,,True,,,,,True,True,,True,True,,True,,True,True,True,,,,True,,True,True,,,,,True,True,,True,True,True,True,,True,True,True,,,,,True,,,True,True,True,True,True,True,,,True,True,True,,True,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,
959,BMW ,m40i 3.0 360cv steptronic cuir,X3,679701.0,SUV/4x4/Pick-Up,Occasion,5,N/A,18 000 km,06/2021,265 kW (360 CH),Boîte automatique,N/A,Essence (Filtre à particules),Noir,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,N/A,,,,,,,,,,,,True,True,True,,,,True,,True,,,,,,,,True,,,True,,,,True,,,,,,True,,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
960,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,BMW ,M Competition Pack,X3 M,83000.0,SUV/4x4/Pick-Up,Occasion,5,N/A,17 500 km,06/2021,375 kW (510 CH),Boîte automatique,8,Essence,Gris,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,True,True,True,True,,True,True,True,True,,,True,True,True,,,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,,,,True,,True,,,,,,True,True,True,True,,,True,True,True,True,,,True,,True,True,,,True,,,,,,,,True,True,,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,,,,,True,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,
962,BMW ,competition,M3,92990.0,Berline,Occasion,4,Luxembourg,6 500 km,06/2021,375 kW (510 CH),Boîte automatique,N/A,Essence,Blanc,True,False,True,True,True,True,False,False,False,False,False,True,False,False,True,False,N/A,True,,,True,,,True,True,True,,,,True,True,True,,,True,True,True,True,True,,True,True,,True,True,True,,True,True,,True,True,,,True,True,True,,True,True,,,,,True,,,,,True,,,True,True,,,True,,True,,,True,,True,,,True,True,,True,,,,,,,True,True,True,True,,,,,True,True,,True,True,True,True,True,,True,,True,,,True,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
963,BMW ,coupé 3.0 v6 480cv m,M4,828701.0,Autres,Occasion,2,N/A,5 000 km,06/2021,353 kW (480 CH),Boîte manuelle,N/A,Essence,Gris,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,N/A,,,,,,,,True,,,,True,True,True,,,,True,,True,,,,,,,,True,,,True,,,,,,,,,,True,,,,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
964,BMW ,M340i xDrive Touring Head-Up HiFi DAB LED Shz,340,658991.0,Break,Voiture récente,5,N/A,14 000 km,06/2021,275 kW (374 CH),Boîte automatique,8,N/A,Gris,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,N/A,True,,True,True,,,True,True,True,,,True,True,True,,,,,True,True,True,,,True,True,,True,True,True,,,True,,True,,,,,True,True,,True,True,,True,,True,True,,,,,True,,True,True,,,,,True,True,,,,,True,True,True,True,True,,,,,True,,,,True,True,,True,,,,,,,,True,,,True,,True,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
965,BMW ,M340i xDrive Head-Up HiFi DAB LED Komfortzg.,340,638991.0,Berline,Voiture récente,4,N/A,14 800 km,06/2021,275 kW (374 CH),Boîte automatique,8,N/A,Bleu,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,N/A,True,,True,True,,,True,True,True,,,True,True,True,,,,,True,True,True,,,True,True,,True,True,True,,,,,True,,,,,True,True,,True,True,,True,,True,True,,,,,True,,True,True,,,,,True,True,,,True,,,True,True,True,True,,,,,True,,,,True,True,,,,,,,,,,True,,,True,,True,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
966,BMW ,xDrive30d M Sportpaket Gestiksteuerung HiFi,X5,828991.0,SUV/4x4/Pick-Up,Voiture récente,5,N/A,29 600 km,06/2021,210 kW (286 CH),Boîte automatique,8,N/A,Blanc,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,,True,True,True,,True,True,True,True,,,,True,True,,,True,True,True,True,True,True,,True,True,,True,True,True,,,True,,True,True,,,,True,True,True,True,,,True,,True,True,True,,,,True,,True,True,True,,,,True,True,True,True,True,True,True,,True,True,True,True,,,,True,True,True,,True,True,True,,True,,,True,True,True,,True,,True,True,,True,,,,,,True,True,,,True,True,,,,True,,True,,,,,True,,,,,,,,,,,,,,
967,BMW ,xDrive30d LED NAVI PDC Leder M Sportpaket,X5,768991.0,SUV/4x4/Pick-Up,Voiture récente,5,N/A,7 690 km,06/2021,210 kW (286 CH),Boîte automatique,8,N/A,Gris,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,,True,True,True,,True,True,True,True,,,,True,True,,,True,True,True,True,True,True,,True,True,,True,True,True,,,True,,True,,,,,True,True,True,,,,True,,,True,True,,,,True,,True,True,True,,,,,True,,True,True,True,True,True,True,True,True,True,,,,True,,,,True,,True,,,,,,,True,,,,True,,,True,,,True,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
968,BMW ,xDrive40d LED NAVI PDC Leder M Sportpaket,X5,798891.0,SUV/4x4/Pick-Up,Voiture récente,5,N/A,6 428 km,06/2021,250 kW (340 CH),Boîte automatique,8,N/A,Gris,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,True,N/A,,True,True,True,,True,True,True,True,,,,True,True,,,True,True,True,True,True,True,,True,True,,True,True,True,,,True,,True,,,,,True,True,True,,,,True,,,True,True,,,,True,,True,True,True,,,,,True,,True,True,True,True,True,True,True,True,,,,,True,,,,True,,True,,,,,,,True,,,,True,,,True,,,True,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,
