make,model,version,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province,make_number,model_number,model_numberdos,make_model_ref,combustible_int,provincia_numero,cambio_int,prof_int,color_limpio,color_numero,km_0,km_0_int
BMW,X6,BMW X6 xDrive30d 5p.,32000,Diésel,2013.0,90000,245.0,5,Automático,Negro,5,False,Pontevedra,50,790,19,5019,0,36,1,0,Negro,526,False,0
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 220 d 4MATIC 5p.,36990,Diésel,2017.0,79000,170.0,5,Automático,Gris / Plata (selenita ),20,True,Cantabria,56,795,35,5635,0,9,1,1,Gris / Plata,412,False,0
VOLVO,XC90,VOLVO XC90 2.0 D5 AWD Momentum Auto 5p.,31995,Diésel,2015.0,110000,225.0,5,Automático,Gris / Plata (lunimus sand),30,True,Madrid,51,747,18,5118,0,29,1,1,Gris / Plata,412,False,0
PEUGEOT,508 Hybrid,PEUGEOT 508 Hybrid SW GT Line 225 eEAT8 5p.,37800,Híbrido enchufable,2020.0,1000,225.0,5,Automático,Blanco,30,True,A Coruña,29,766,42,2942,5,0,1,1,Blanco,282,True,1
TOYOTA,Rav4,TOYOTA Rav4 2.5l hybrid 2WD Executive 5p.,22960,Híbrido,2016.0,90401,197.0,5,Automático,Gris / Plata,35,True,Madrid,33,583,21,3321,4,29,1,1,Gris / Plata,412,False,0
CITROEN,C5 Aircross,CITROEN C5 Aircross BlueHdi 96kW 130CV SS EAT8 Shine 5p.,25690,Diésel,2020.0,13318,131.0,5,Automático,Gris / Plata (Plateado),40,True,Madrid,20,692,38,2038,0,29,1,1,Gris / Plata,412,False,0
PORSCHE,944,PORSCHE 944 944 2.5 TURBO 2p.,22000,Gasolina,1989.0,180000,250.0,2,Manual,Rosa,5,False,Madrid,67,507,1,6701,1,29,0,0,Rosa,626,False,0
MITSUBISHI,Outlander,MITSUBISHI Outlander 2.0 PHEV Kaiteki Auto 4WD 5p.,25500,Híbrido enchufable,2018.0,40000,203.0,5,Automático,Gris / Plata,6,False,Barcelona,32,587,16,3216,5,7,1,0,Gris / Plata,412,False,0
MAZDA,Mazda3,MAZDA Mazda3 2.0 SKYACTIVG ZENITH AT 5p.,23700,Gasolina,2020.0,10,122.0,5,Manual,Gris / Plata,22,True,Barcelona,36,482,10,3610,1,7,0,1,Gris / Plata,412,True,1
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 200 d Urban 5p.,25500,Diésel,2017.0,34150,136.0,5,Automático,Rojo,31,True,Pontevedra,56,676,29,5629,0,36,1,1,Rojo,612,False,0
LAND-ROVER,Discovery Sport,LAND-ROVER Discovery Sport 2.0L TD4 180CV 4x4 HSE 5p.,22850,Diésel,2016.0,79000,180.0,5,Manual,Beige (024AZ Pintura metalizada),30,True,Sevilla,62,729,5,6205,0,39,0,1,Beige,278,False,0
JAGUAR,XE,JAGUAR XE 3.0 AJ126 Supercharged 340cv Auto. S 4p.,29900,Gasolina,2015.0,27000,340.0,4,Automático,Blanco,15,False,Murcia,57,690,6,5706,1,31,1,0,Blanco,282,False,0
BMW,X1,BMW X1 sDrive16d Business 5p.,23500,Diésel,2018.0,58909,116.0,5,Automático,300 AlpinweiÃ? (sÃ³lido),33,True,Barcelona,50,637,8,5008,0,7,1,1,300 AlpinweiÃ?,92,False,0
MITSUBISHI,Outlander,MITSUBISHI Outlander 2.4 PHEV Kaiteki Auto 4WD MY19.5 5p.,30490,Híbrido enchufable,2019.0,19820,224.0,5,Automático,Rojo,35,True,Madrid,32,587,16,3216,5,29,1,1,Rojo,612,False,0
BMW,X2,BMW X2 sDrive18d 5p.,29500,Diésel,2018.0,23500,150.0,5,Automático,Gris / Plata,6,False,Madrid,50,740,15,5015,0,29,1,0,Gris / Plata,412,False,0
BMW,X4,BMW X4 xDrive25d 5p.,52900,Diésel,2018.0,30000,231.0,5,Automático,Negro (CARBONSCHWARZ),13,True,A Coruña,50,764,18,5018,0,0,1,1,Negro,526,False,0
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 200 d Urban 5p.,24500,Diésel,2016.0,46677,136.0,5,Automático,Blanco (Cirro),11,True,La Rioja,56,676,29,5629,0,24,1,1,Blanco,282,False,0
BMW,Serie 3,BMW Serie 3 335i 2p.,21900,Gasolina,2007.0,150000,306.0,2,Automático,Negro,8,False,Guadalajara,50,508,2,5002,1,19,1,0,Negro,526,False,0
OPEL,Grandland X,OPEL Grandland X 1.5 CDTi Selective 5p.,22400,Diésel,2020.0,5,130.0,5,Manual,Blanco,15,True,Murcia,23,651,32,2332,0,31,0,1,Blanco,282,True,1
LEXUS,LS,LEXUS LS 460 President 4p.,26500,Gasolina,2009.0,120314,380.0,4,Automático,Gris / Plata,19,True,Burgos,54,807,20,5420,1,8,1,1,Gris / Plata,412,False,0
VOLKSWAGEN,Touareg,VOLKSWAGEN Touareg 3.0 V6 TDI 204cv Tiptronic RLine BMT 5p.,21800,Diésel,2014.0,210000,204.0,5,Automático,Blanco,10,True,Sevilla,38,630,27,3827,0,39,1,1,Blanco,282,False,0
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 d 5p.,24900,Diésel,2018.0,23604,136.0,5,Automático,Gris / Plata,13,True,Barcelona,56,660,26,5626,0,7,1,1,Gris / Plata,412,False,0
AUDI,A6,AUDI A6 40 TDI 150kW 204CV S tronic 4p.,47900,Diésel,2019.0,28837,204.0,4,Automático,Gris / Plata,17,True,Las Palmas,49,672,16,4916,0,25,1,1,Gris / Plata,412,False,0
PEUGEOT,508,PEUGEOT 508 SW GT BlueHDi 132kW180CV SS EAT8 5p.,33000,Diésel,2020.0,2000,180.0,5,Automático,Gris / Plata,11,True,Sevilla,29,557,35,2935,0,39,1,1,Gris / Plata,412,True,1
KIA,Niro,KIA Niro 1.6 GDi HEV 104kW 141CV Emotion 5p.,23990,Híbrido,2019.0,6608,141.0,5,Manual,Deep Cerulean Blue (C3U),33,True,Madrid,40,633,23,4023,4,29,0,1,Deep Cerulean Blue,358,True,1
SEAT,Ateca,SEAT Ateca 1.5 TSI 110kW DSG 150CV SS Xcel Edit. 5p.,23500,Gasolina,2019.0,27001,150.0,5,Automático,Naranja (NARANJA CITRUS),21,True,Barcelona,27,643,15,2715,1,7,1,1,Naranja,523,False,0
PORSCHE,Panamera,PORSCHE Panamera 4 EHybrid 5p.,83900,Híbrido enchufable,2017.0,92000,462.0,5,Automático,Blanco,54,True,Madrid,67,836,8,6708,5,29,1,1,Blanco,282,False,0
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C Coupe 220 d AMG Line 2p.,25700,Diésel,2016.0,107000,170.0,2,Automático,Azul,39,True,Barcelona,56,645,24,5624,0,7,1,1,Azul,234,False,0
BMW,X1,BMW X1 sDrive18i 5p.,21900,Gasolina,2017.0,34989,136.0,5,Manual,Gris / Plata (*BAR*),29,True,Barcelona,50,637,8,5008,1,7,0,1,Gris / Plata,412,False,0
MAZDA,MX-5,MAZDA MX5 2.0 135kW 184CV Nappa Edition ST 2p.,26900,Gasolina,2019.0,1610,184.0,2,Manual,Blanco,24,True,Pontevedra,36,479,9,3609,1,36,0,1,Blanco,282,True,1
AUDI,A3,AUDI A3 Sedan S line 35 TDI 110kW S tronic 4p.,29600,Diésel,2020.0,4860,150.0,4,Automático,Negro,11,True,León,49,542,10,4910,0,26,1,1,Negro,526,True,1
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 5p.,28990,Gasolina,2020.0,10000,136.0,5,Automático,Negro (NEGRO NOCHE),29,True,Jaén,56,660,26,5626,1,23,1,1,Negro,526,False,0
PORSCHE,718,PORSCHE 718 Boxster 2p.,58990,Gasolina,2016.0,15000,300.0,2,Automático,Blanco,36,True,Madrid,67,841,9,6709,1,29,1,1,Blanco,282,False,0
TOYOTA,GT86,TOYOTA GT86 GT86 2p.,27990,Gasolina,2018.0,5000,200.0,2,Manual,Naranja,23,True,Las Palmas,33,698,28,3328,1,25,0,1,Naranja,523,True,1
AUDI,Q3,AUDI Q3 Advanced 35 TFSI 110kW 150CV 5p.,36500,Gasolina,2019.0,13913,150.0,5,Manual,B9B9 Azul Cosmos (metalizada),6,True,Madrid,49,693,20,4920,1,29,0,1,B9B9 Azul Cosmos,275,False,0
BMW,X5,BMW X5 xDrive25D 5p.,29990,Diésel,2015.0,175000,218.0,5,Automático,Blanco,22,True,Vizcaya,50,720,12,5012,0,47,1,1,Blanco,282,False,0
PEUGEOT,e-208,PEUGEOT e208 Electrico Allure 5p.,27800,Eléctrico,2020.0,3200,136.0,5,Automático,Rojo,5,True,Alicante,29,705,40,2940,6,2,1,1,Rojo,612,True,1
TESLA,Model S,TESLA Model S 90D 4WD 5p.,49900,Eléctrico,2017.0,155000,525.0,5,Automático,Blanco,12,False,Madrid,65,811,1,6501,6,29,1,0,Blanco,282,False,0
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Sport 2.0 TDI 140kW 190CV DSG 4Motion 5p.,29990,Diésel,2017.0,99786,190.0,5,Automático,Gris / Plata,54,True,Pontevedra,38,649,29,3829,0,36,1,1,Gris / Plata,412,False,0
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,25990,Diésel,2019.0,17000,116.0,5,Automático,Negro,11,True,Las Palmas,56,660,26,5626,0,25,1,1,Negro,526,False,0
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 350 BlueTEC 4MATIC Avantgarde Plus 4p.,24900,Diésel,2014.0,86000,252.0,4,Automático,Gris / Plata,18,True,Álava,56,661,27,5627,0,50,1,1,Gris / Plata,412,False,0
MERCEDES-BENZ,Clase CLA,MERCEDES-BENZ Clase CLA CLA 200 d 4p.,24890,Diésel,2017.0,60000,136.0,4,Automático,Blanco,13,True,Sevilla,56,673,28,5628,0,39,1,1,Blanco,282,False,0
PEUGEOT,5008,PEUGEOT 5008 1.2 PureTech 96KW 130CV SS Allure 5p.,29375,Gasolina,2020.0,0,130.0,5,Manual,Gris / Plata,29,True,Valencia,29,585,36,2936,1,45,0,1,Gris / Plata,412,True,1
MERCEDES-BENZ,GLC Coupé,MERCEDES-BENZ GLC Coupe GLC 250 d 4MATIC 5p.,43900,Diésel,2017.0,85000,204.0,5,Automático,Blanco,35,True,Valladolid,56,822,40,5640,0,46,1,1,Blanco,282,False,0
MERCEDES-BENZ,Clase GLE Coupé,MERCEDES-BENZ Clase GLE Coupe GLE 350 d 4MATIC 5p.,61254,Diésel,2018.0,14100,258.0,5,Automático,Negro,24,True,Madrid,56,830,42,5642,0,29,1,1,Negro,526,False,0
MERCEDES-BENZ,Clase CLA,MERCEDES-BENZ Clase CLA CLA 220 d 4p.,32900,Diésel,2019.0,22890,170.0,4,Manual,Blanco (BLANCO),19,True,Lugo,56,673,28,5628,0,28,0,1,Blanco,282,False,0
MINI,Countryman,MINI Countryman Cooper D 5p.,27400,Diésel,2020.0,4498,150.0,5,Manual,Blanco,16,True,Valencia,41,631,4,4104,0,45,0,1,Blanco,282,True,1
SEAT,León,SEAT Leon 2.0 TDI 85kW SS Style Launch P Nav 5p.,23490,Diésel,2020.0,7500,115.0,5,Manual,Negro (Midnight),13,True,Madrid,27,467,12,2712,0,29,0,1,Negro,526,True,1
RENAULT,Grand Scénic,RENAULT Grand Scenic Zen GPF TCe 103 kW 140CV  18 5p.,21890,Gasolina,2019.0,20592,140.0,5,Manual,Azul,12,True,Madrid,19,418,30,1930,1,29,0,1,Azul,234,False,0
VOLVO,XC90,VOLVO XC90 2.0 D5 AWD Momentum Auto 5p.,36340,Diésel,2016.0,110821,225.0,5,Automático,Negro,54,True,Madrid,51,747,18,5118,0,29,1,1,Negro,526,False,0
PEUGEOT,5008,PEUGEOT 5008 1.6 PureTech 132KW SS GT Pack EAT8 5p.,42816,Gasolina,2021.0,1,180.0,5,Automático,Azul,1,True,Madrid,29,585,36,2936,1,29,1,1,Azul,234,True,1
PORSCHE,Macan,PORSCHE Macan S Diesel 5p.,46500,Diésel,2016.0,69495,258.0,5,Automático,Negro (2T Negro Jet Metalizado),33,True,Valencia,67,825,7,6707,0,45,1,1,Negro,526,False,0
VOLKSWAGEN,California,VOLKSWAGEN California Beach 2.0 TDI 140cv techo elevable 4p.,25990,Diésel,2010.0,230000,140.0,4,Manual,Beige,29,True,Madrid,38,814,33,3833,0,29,0,1,Beige,278,False,0
MASERATI,Ghibli,MASERATI Ghibli 3.0 V6 DS 275cv RWD 4p.,34999,Diésel,2015.0,62500,275.0,4,Automático,Negro,54,True,Albacete,66,812,3,6603,0,1,1,1,Negro,526,False,0
AUDI,A5,AUDI A5 S line 2.0 TFSI 140kW S tronic Coupe 2p.,39900,Gasolina,2017.0,51000,190.0,2,Automático,Azul,4,False,Ciudad Real,49,659,14,4914,1,12,1,0,Azul,234,False,0
BMW,Serie 4,BMW Serie 4 M4 A 2p.,74900,Gasolina,2017.0,38000,431.0,2,Automático,Rojo,22,True,Valencia,50,731,14,5014,1,45,1,1,Rojo,612,False,0
BMW,X3,BMW X3 XDRIVE20D 5p.,40900,Diésel,2019.0,75,190.0,5,Automático,Blanco,54,True,Navarra,50,662,11,5011,0,33,1,1,Blanco,282,True,1
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,25400,Diésel,2019.0,23000,116.0,5,Automático,Gris / Plata,16,True,Girona,56,660,26,5626,0,17,1,1,Gris / Plata,412,False,0
BMW,Serie 2,BMW Serie 2 220d 2p.,23900,Diésel,2017.0,50000,190.0,2,Automático,Blanco,50,True,Valencia,50,751,17,5017,0,45,1,1,Blanco,282,False,0
MASERATI,Levante,MASERATI Levante V6 430 HP AWD S GranSport 5p.,68500,Gasolina,2017.0,43000,430.0,5,Automático,Blanco,12,True,Barcelona,66,844,6,6606,1,7,1,1,Blanco,282,False,0
NISSAN,LEAF,NISSAN LEAF 40kWh Tekna 5p.,25900,Eléctrico,2019.0,18664,150.0,5,Automático,Blanco,13,True,Barcelona,37,626,42,3742,6,7,1,1,Blanco,282,False,0
AUDI,Q5,AUDI Q5 2.0 TDI clean d 190CV quattro S line ed 5p.,27200,Diésel,2016.0,76144,190.0,5,Manual,Blanco (T9T9 Blanco Ibis),30,True,Valencia,49,700,22,4922,0,45,0,1,Blanco,282,False,0
NISSAN,GT-R,NISSAN GTR 3.8 V6 Black Edition 2p.,69999,Gasolina,2012.0,63000,530.0,2,Automático,Blanco,9,True,Madrid,37,843,46,3746,1,29,1,1,Blanco,282,False,0
JAGUAR,XF,JAGUAR XF 3.0D TDV6 221kW Chequered Flag Auto 4p.,45900,Diésel,2019.0,0,300.0,4,Automático,Gris / Plata,17,True,Alicante,57,604,5,5705,0,2,1,1,Gris / Plata,412,True,1
LAND-ROVER,Range Rover Sport,LAND-ROVER Range Rover Sport 3.0 TDV6 258cv HSE 5p.,39999,Diésel,2016.0,82000,258.0,5,Automático,Marrón,35,True,Madrid,62,803,8,6208,0,29,1,1,Marrón,505,False,0
MERCEDES-BENZ,Clase GLE Coupé,MERCEDES-BENZ Clase GLE Coupe MercedesAMG GLE 63 S 4MATIC 5p.,120100,Gasolina,2018.0,300,585.0,5,Automático,Gris / Plata,16,True,Valencia,56,830,42,5642,1,45,1,1,Gris / Plata,412,True,1
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Sport 2.0 TDI 110kW 150CV 4Motion DSG 5p.,35900,Diésel,2020.0,14050,150.0,5,Automático,X3X3 Gris Indy (metalizado),20,True,Madrid,38,649,29,3829,0,29,1,1,X3X3 Gris Indy,681,False,0
KIA,Sportage,KIA Sportage 1.6 MHEV Drive 100kW 136CV 4x2 5p.,25560,Diésel,2020.0,1,136.0,5,Manual,Rojo,20,True,Toledo,40,540,16,4016,0,44,0,1,Rojo,612,True,1
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A Sedan A 180 d 4p.,33254,Diésel,2020.0,9445,116.0,4,Automático,Gris / Plata (PLATA MOJAVE),15,True,Madrid,56,660,26,5626,0,29,1,1,Gris / Plata,412,True,1
AUDI,Q3,AUDI Q3 Design edition 2.0 TDI 150CV S tronic 5p.,22100,Diésel,2016.0,84948,150.0,5,Automático,Negro (0E0E Negro Mito),12,True,Madrid,49,693,20,4920,0,29,1,1,Negro,526,False,0
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan RLine 2.0 TDI 150CV DSG BMT 4Motion 5p.,26000,Diésel,2016.0,150000,150.0,5,Automático,Blanco,4,False,Barcelona,38,649,29,3829,0,7,1,0,Blanco,282,False,0
VOLVO,V60,VOLVO V60 2.0 D3 Momentum 5p.,26895,Diésel,2018.0,3887,150.0,5,Manual,Gris / Plata,28,True,Madrid,51,656,15,5115,0,29,0,1,Gris / Plata,412,True,1
SUZUKI,Across,SUZUKI Across 2.5 PHEV 4WD 5p.,50300,Híbrido enchufable,2020.0,345,306.0,5,Automático,Rojo (ROJO MICA),20,True,Madrid,31,817,15,3115,5,29,1,1,Rojo,612,True,1
SKODA,Kodiaq,SKODA Kodiaq 1.5 TSI 110KW 150cv 4x2 Active 5p.,24219,Gasolina,2021.0,0,150.0,5,Manual,Gris / Plata (Plata Brilliant Metalizado),16,True,Segovia,34,727,14,3414,1,38,0,1,Gris / Plata,412,True,1
AUDI,S3,AUDI S3 Sportback 2.0 TFSI S tronic quattro 5p.,34990,Gasolina,2014.0,37000,300.0,5,Automático,Rojo,36,True,Madrid,49,647,13,4913,1,29,1,1,Rojo,612,False,0
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E Coupe E 220 d 2p.,39990,Diésel,2017.0,33000,170.0,2,Automático,Gris / Plata,15,True,Las Palmas,56,661,27,5627,0,25,1,1,Gris / Plata,412,False,0
PORSCHE,Macan,PORSCHE Macan S Diesel 5p.,43900,Diésel,2015.0,83000,258.0,5,Automático,Gris / Plata,25,True,Málaga,67,825,7,6707,0,32,1,1,Gris / Plata,412,False,0
BMW,Serie 5,BMW Serie 5 520dA 4p.,35500,Diésel,2019.0,22003,190.0,4,Automático,C10 Mediterranblau (metalizado),13,True,Madrid,50,593,7,5007,0,29,1,1,C10 Mediterranblau,315,False,0
NISSAN,QASHQAI,NISSAN QASHQAI dCi 110kW Xtronic 4x4 i NCONNECTA 5p.,25250,Diésel,2019.0,14432,150.0,5,Automático,Negro,22,True,Barcelona,37,548,35,3735,0,7,1,1,Negro,526,False,0
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,29900,Diésel,2020.0,4000,116.0,5,Automático,Blanco,11,True,Lleida,56,660,26,5626,0,27,1,1,Blanco,282,True,1
MERCEDES-BENZ,Clase CLS,MERCEDES-BENZ Clase CLS CLS 250 d 4MATIC Shooting Brake 5p.,26999,Diésel,2016.0,165000,204.0,5,Automático,Gris / Plata,17,True,Madrid,56,574,20,5620,0,29,1,1,Gris / Plata,412,False,0
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.6 CRDI 85kW 116CV 48V SLE 4X2 5p.,27100,Híbrido,2020.0,12,116.0,5,Manual,Rojo,15,True,Alicante,35,607,26,3526,4,2,0,1,Rojo,612,True,1
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.6 CRDI 100kW 136CV 48V NLine 4X2 5p.,30500,Híbrido,2020.0,3900,136.0,5,Manual,Blanco (Tapicería de Cuero/Alcántara Negro con pespuntes rojos),34,True,Zaragoza,35,607,26,3526,4,49,0,1,Blanco,282,True,1
AUDI,Q5,AUDI Q5 2.0 TDI clean 140kW quatt S tron S line 5p.,28900,Diésel,2016.0,57000,190.0,5,Automático,Blanco,22,True,Zaragoza,49,700,22,4922,0,49,1,1,Blanco,282,False,0
AUDI,A6,AUDI A6 3.0 TFSI 333cv quattro S tronic 4p.,25800,Gasolina,2015.0,83483,333.0,4,Automático,U0U0 Azul Aviator (metalizado),40,True,Barcelona,49,672,16,4916,1,7,1,1,U0U0 Azul Aviator,660,False,0
MAZDA,CX-5,MAZDA CX5 2.0 G 121kW 165CV 2WD Zenith 5p.,25800,Gasolina,2019.0,19990,165.0,5,Manual,Rojo (SOUL RED CRYSTAL M),23,True,Tarragona,36,588,13,3613,1,41,0,1,Rojo,612,False,0
PORSCHE,911,PORSCHE 911 Carrera S Coupe 355cv 2p.,44990,Gasolina,2007.0,72000,355.0,2,Automático,Negro,40,True,Pontevedra,67,857,10,6710,1,36,1,1,Negro,526,False,0
MERCEDES-BENZ,Clase CLA,MERCEDES-BENZ Clase CLA CLA 200 Shooting Brake 5p.,25990,Gasolina,2019.0,8839,156.0,5,Automático,Gris / Plata,38,True,Madrid,56,673,28,5628,1,29,1,1,Gris / Plata,412,True,1
JEEP,Compass,JEEP Compass 1.3 Gse T4 96kW 130CV Longitude MT FWD 5p.,26520,Gasolina,2021.0,1,130.0,5,Manual,Blanco (BLANCO ALPINE),24,True,Madrid,53,688,6,5306,1,29,0,1,Blanco,282,True,1
AUDI,Q3,AUDI Q3 40 TFSI 140kW S tronic Quattro S Line 5p.,43500,Gasolina,2020.0,7831,190.0,5,Automático,2Y2Y Blanco Glaciar (metalizado),20,True,Girona,49,693,20,4920,1,17,1,1,2Y2Y Blanco Glaciar,86,True,1
SEAT,Ateca,SEAT Ateca 2.0 TDI 140kW 190CV DSG 4Dr StSp Xcel 5p.,26500,Diésel,2017.0,28000,190.0,5,Automático,Gris / Plata,15,False,Valencia,27,643,15,2715,0,45,1,0,Gris / Plata,412,False,0
JEEP,Compass,JEEP Compass 1.3 Gse T4 96kW 130CV Longitude MT FWD 5p.,24990,Gasolina,2020.0,0,130.0,5,Manual,Gris / Plata (Gris Granito),14,True,Álava,53,688,6,5306,1,50,0,1,Gris / Plata,412,True,1
PEUGEOT,3008,PEUGEOT 3008 1.5L BlueHDi 96kW 130CV SS Active 5p.,21750,Diésel,2018.0,38243,130.0,5,Manual,Azul (*ZAR*),38,True,Barcelona,29,613,38,2938,0,7,0,1,Azul,234,False,0
MERCEDES-BENZ,Clase CLA,MERCEDES-BENZ Clase CLA CLA 220 d 4MATIC Shooting Brake 5p.,23900,Diésel,2018.0,62800,177.0,5,Automático,Gris / Plata,6,False,Cádiz,56,673,28,5628,0,15,1,0,Gris / Plata,412,False,0
VOLKSWAGEN,T-Roc,VOLKSWAGEN TRoc Advance 2.0 TDI 110kW 150CV DSG 5p.,25900,Diésel,2019.0,21611,150.0,5,Automático,Rojo (D8D8 Rojo Flash),9,True,Palencia,38,697,32,3832,0,35,1,1,Rojo,612,False,0
MASERATI,Levante,MASERATI Levante V6 430 HP AWD S 5p.,55793,Gasolina,2017.0,117045,430.0,5,Automático,Negro,36,True,Valencia,66,844,6,6606,1,45,1,1,Negro,526,False,0
AUDI,A4,AUDI A4 Avant Advanced 40 TFSI 140kW S tronic 5p.,33800,Gasolina,2019.0,13800,190.0,5,Automático,Gris / Plata,21,True,Girona,49,525,9,4909,1,17,1,1,Gris / Plata,412,False,0
FORD,Focus,FORD Focus 2.0 Ecoblue 110kW Active Auto SportBr 5p.,23900,Diésel,2019.0,11000,150.0,5,Automático,Gris / Plata (Plata),23,True,Zaragoza,24,384,18,2418,0,49,1,1,Gris / Plata,412,False,0
MERCEDES-BENZ,Sprinter,MERCEDES-BENZ Sprinter 314 CDI MEDIO 3.5T T. ALTO 4p.,33900,Diésel,2020.0,700,143.0,4,Manual,Blanco,22,True,Lleida,56,622,23,5623,0,27,0,1,Blanco,282,True,1
AUDI,A1,AUDI A1 S Line 30 TFSI 85kW 116CV Sportback 5p.,22500,Gasolina,2019.0,35551,116.0,5,Manual,Verde,20,True,Barcelona,49,522,8,4908,1,7,0,1,Verde,668,False,0
BMW,X1,BMW X1 xDrive20dA 5p.,23500,Diésel,2016.0,131171,190.0,5,Automático,A83 Glaciersilber (metalizado),14,True,Alicante,50,637,8,5008,0,2,1,1,A83 Glaciersilber,213,False,0
LAND-ROVER,Range Rover,LAND-ROVER Range Rover 3.0 TDV6 190kW 258CV Autobiography 5p.,69900,Diésel,2017.0,65000,258.0,5,Automático,Granate,10,True,Asturias,62,757,6,6206,0,4,1,1,Granate,408,False,0
FORD,Transit Custom,FORD Transit Custom Kombi 2.0 TDCI 136kW 320 L1 Sport,31900,Diésel,2020.0,11,185.0,4,Manual,Azul,17,True,Lleida,24,573,28,2428,0,27,0,1,Azul,234,True,1
PORSCHE,Panamera,PORSCHE Panamera 4 EHybrid 5p.,75990,Híbrido enchufable,2018.0,128500,462.0,5,Automático,Negro,37,True,Sevilla,67,836,8,6708,5,39,1,1,Negro,526,False,0
SUZUKI,Vitara,SUZUKI Vitara 1.4 T GLE Mid Hybrid 5p.,23499,Gasolina,2021.0,1,129.0,5,Manual,Amarillo,11,True,La Rioja,31,580,12,3112,1,24,0,1,Amarillo,230,True,1
MERCEDES-BENZ,Clase GLE,MERCEDES-BENZ Clase GLE GLE 350 d 4MATIC 5p.,52900,Diésel,2017.0,70000,258.0,5,Automático,Gris / Plata,18,True,Valencia,56,804,37,5637,0,45,1,1,Gris / Plata,412,False,0
PEUGEOT,e-208,PEUGEOT e208 Electrico GT 5p.,31500,Eléctrico,2020.0,1,136.0,5,Automático,Azul (AZUL VERTIGO),8,True,Segovia,29,705,40,2940,6,38,1,1,Azul,234,True,1
PORSCHE,Cayenne,PORSCHE Cayenne  5p.,98900,Gasolina,2020.0,5800,340.0,5,Automático,Gris / Plata,19,True,A Coruña,67,797,5,6705,1,0,1,1,Gris / Plata,412,True,1
BMW,i3,BMW i3 S 120ah 5p.,38490,Eléctrico,2020.0,5000,184.0,5,Automático,Blanco (B85 Pintura sÃ³lida CapparisweiÃ? con acentuaciÃ³n BMW i Blau),5,True,Cádiz,50,658,10,5010,6,15,1,1,Blanco,282,True,1
VOLVO,V60,VOLVO V60 2.0 D4 Inscription Auto 5p.,43900,Diésel,2020.0,5,190.0,5,Automático,Azul (DENIM BLUE),14,True,Barcelona,51,656,15,5115,0,7,1,1,Azul,234,True,1
AUDI,A5,AUDI A5 40 TDI 140kW 190CV S tronic Sportback 5p.,30500,Diésel,2018.0,110000,190.0,5,Manual,Negro,11,False,Barcelona,49,659,14,4914,0,7,0,0,Negro,526,False,0
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 220 d 4MATIC 5p.,42500,Diésel,2019.0,10000,170.0,5,Automático,Gris / Plata (GRIS SELENITA),10,True,Madrid,56,795,35,5635,0,29,1,1,Gris / Plata,412,False,0
VOLVO,XC90,VOLVO XC90 2.0 T5 AWD Momentum Auto 5p.,45300,Gasolina,2019.0,18100,250.0,5,Automático,Gris / Plata (GRIS OSMIUM),9,True,Barcelona,51,747,18,5118,1,7,1,1,Gris / Plata,412,False,0
AUDI,A7,AUDI A7 Sportback 50 TDI 210kW quattro triptron. 5p.,61990,Diésel,2019.0,72568,286.0,5,Automático,Blanco,19,True,A Coruña,49,750,30,4930,0,0,1,1,Blanco,282,False,0
VOLVO,V90 Cross Country,VOLVO V90 Cross Country 2.0 AWD T5 Auto 5p.,43500,Gasolina,2018.0,34079,250.0,5,Automático,Gris / Plata (477 ELECTRIC SILVER),36,True,Zaragoza,51,800,22,5122,1,49,1,1,Gris / Plata,412,False,0
BMW,Serie 1,BMW Serie 1 118d 5p.,32900,Diésel,2020.0,10,150.0,5,Automático,Gris / Plata (B39 Pintura metalizada Mineralgrau),11,True,Sevilla,50,515,3,5003,0,39,1,1,Gris / Plata,412,True,1
AUDI,A3,AUDI A3 Cabrio S line 35 TFSI 110kW S tronic 2p.,31200,Gasolina,2019.0,20994,150.0,2,Automático,Negro,20,True,Valencia,49,542,10,4910,1,45,1,1,Negro,526,False,0
